activity_id,assay_description,molecule_chembl_id,standard_units,standard_value,target_chembl_id,units,value,pIC50,smiles,MW,LogP,HBD,HBA,TPSA,RotBonds,AromaticRings,QED,Lipinski_violations,Lead_like,Drug_like,bioactivity_class
25035143,Inhibition of human COX-2 using arachidonic acid as substrate incubated for 30 secs by ELISA,CHEMBL5283867,nM,2.0,CHEMBL230,uM,0.002,8.698970004336019,CS(=O)(=O)c1ccc(C(=O)OCCn2cc(-c3ccc(C(F)(F)F)cc3)nn2)cc1,439.415,3.224400000000002,0,7,91.15,6,3,0.5480182671324803,0,False,True,Active
110754,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells,CHEMBL324312,nM,2.0,CHEMBL230,uM,0.002,8.698970004336019,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1,377.85300000000007,3.2388000000000003,1,5,87.21000000000001,5,3,0.7389196659706566,0,False,True,Active
1452980,Inhibition of human cyclooxygenase-2 expressed in COS cells,CHEMBL365865,nM,2.0,CHEMBL230,nM,2.0,8.698970004336019,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)nn3ncccc23)cc1,349.4150000000001,3.466800000000002,0,5,64.33,3,4,0.5680403174878074,0,True,True,Active
25034797,Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate incubated for 1 min by absorbance based analysis,CHEMBL5278033,nM,2.0,CHEMBL230,uM,0.002,8.698970004336019,Cc1sc(/C=C2\CN(C)CC3C2=NN(c2ccccc2)C3c2cc(F)c(C)s2)cc1F,455.5990000000001,6.267140000000005,0,5,18.84,3,3,0.46370253059299116,1,False,False,Active
119658,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells,CHEMBL419407,nM,2.0,CHEMBL230,uM,0.002,8.698970004336019,NS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cc(Cl)cc(Cl)c2)cc1,402.69000000000005,4.146900000000002,1,4,77.98,3,3,0.7146661419353182,0,False,True,Active
646518,Inhibitory activity against prostaglandin G/H synthase 2 (COX-2).,CHEMBL313313,nM,2.0,CHEMBL230,uM,0.002,8.698970004336019,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CC3(CC3)C2)cc1Br,434.3550000000002,4.589900000000004,1,3,69.39,4,2,0.7655159205521798,0,False,True,Active
659777,Inhibitory activity against prostaglandin G/H synthase 2 (COX-2).,CHEMBL315585,nM,2.0,CHEMBL230,uM,0.002,8.698970004336019,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CC3(CC3)C2)cc1Cl,389.9040000000002,4.480800000000004,1,3,69.39,4,2,0.8375066511003738,0,False,True,Active
536296,In vitro inhibition of prostaglandin G/H synthase 2 (COX-2).,CHEMBL111356,nM,2.0,CHEMBL230,uM,0.002,8.698970004336019,CN(C)c1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1Cl,376.9090000000001,4.148100000000003,1,3,63.4,4,2,0.871326966973,0,False,True,Active
516413,In vitro inhibition of prostaglandin G/H synthase 2 (COX-2).,CHEMBL111321,nM,2.0,CHEMBL230,uM,0.002,8.698970004336019,NS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)c(Cl)c3)CCC2)cc1,368.2850000000001,4.735500000000003,1,2,60.160000000000004,3,2,0.8510486839506547,0,False,True,Active
549166,In vitro inhibition of prostaglandin G/H synthase 2 (COX-2).,CHEMBL424063,nM,2.0,CHEMBL230,uM,0.002,8.698970004336019,NS(=O)(=O)c1ccc(C2=C(c3ccc4c(c3)OCO4)CCC2)cc1,343.40400000000017,3.1574000000000018,1,4,78.62,3,2,0.9283502123818745,0,True,True,Active
